End of Month Date,Store,SKU,Description,Category,QtySold,TotalSales
6/30/2025,P&J Etsy,FR10TRB,Tropical Breeze Fragrance Oil 10ML,Fragrance Oil - 10ML,1,4.99
6/30/2025,P&J Trading,FR10TRB,Tropical Breeze Fragrance Oil 10ML,Fragrance Oil - 10ML,9,44.91
6/30/2025,P&J Etsy,FR30TRB,Tropical Breeze Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,Walmart.com,FR30TRB,Tropical Breeze Fragrance Oil 30ml,Fragrance Oil - 30ML,2,15.98
6/30/2025,P&J Trading,FR30TRB,Tropical Breeze Fragrance Oil 30ml,Fragrance Oil - 30ML,2,15.98
6/30/2025,P&J Trading,FR100TRB,Tropical Breeze Fragrance Oil 100ML,Fragrance Oil - 100ML,3,56.97
6/30/2025,P&J Trading,FR10CHA,Champagne Fragrance Oil 10ml,Fragrance Oil - 10ML,6,29.94
6/30/2025,P&J Trading,FR10EVF,Evergreen Forest Fragrance Oil 10ml,Fragrance Oil - 10ML,11,54.89
6/30/2025,P&J Etsy,FR10MSS,Moss Fragrance Oil 10ml,Fragrance Oil - 10ML,5,24.95
6/30/2025,P&J Trading,FR10MSS,Moss Fragrance Oil 10ml,Fragrance Oil - 10ML,18,89.82
6/30/2025,P&J Etsy,FR10MOA,Mountain Air Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
6/30/2025,P&J Trading,FR10MOA,Mountain Air Fragrance Oil 10ml,Fragrance Oil - 10ML,15,74.85
6/30/2025,P&J Trading,FR10NEC,New Car Fragrance Oil 10ml,Fragrance Oil - 10ML,10,49.9
6/30/2025,P&J Etsy,FR10OLB,Old Books Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
6/30/2025,P&J Trading,FR10OLB,Old Books Fragrance Oil 10ml,Fragrance Oil - 10ML,15,74.85
6/30/2025,P&J Etsy,FR10REF,Redwood Forest Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
6/30/2025,P&J Trading,FR10REF,Redwood Forest Fragrance Oil 10ml,Fragrance Oil - 10ML,17,84.83
6/30/2025,P&J Etsy,FR10SSE,Salty Sea Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
6/30/2025,P&J Trading,FR10SSE,Salty Sea Fragrance Oil 10ml,Fragrance Oil - 10ML,14,69.86
6/30/2025,P&J Etsy,FR10SND,Sand Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
6/30/2025,P&J Trading,FR10SND,Sand Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
6/30/2025,P&J Trading,FR10SEA,Seashore Fragrance Oil 10ml,Fragrance Oil - 10ML,6,29.94
6/30/2025,P&J Trading,FR10WRW,Warm Rustic Woods Fragrance Oil 10ml,Fragrance Oil - 10ML,14,69.86
6/30/2025,P&J Trading,FR10WEC,Wedding Cake Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
6/30/2025,P&J Etsy,FR30CHA,Champagne Fragrance Oil 30ml,Fragrance Oil - 30ML,2,15.98
6/30/2025,P&J Trading,FR30CHA,Champagne Fragrance Oil 30ml,Fragrance Oil - 30ML,2,15.98
6/30/2025,Walmart.com,FR30EVF,Evergreen Forest Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,Walmart.com,FR30MSS,Moss Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,P&J Etsy,FR30MOA,Mountain Air Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,P&J Trading,FR30MOA,Mountain Air Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,Walmart.com,FR30NEC,New Car Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,P&J Trading,FR30NEC,New Car Fragrance Oil 30ml,Fragrance Oil - 30ML,4,31.96
6/30/2025,P&J Trading,FR30OLB,Old Books Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,Walmart.com,FR30SSE,Salty Sea Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,P&J Trading,FR30WRW,Warm Rustic Woods Fragrance Oil 30ml,Fragrance Oil - 30ML,2,15.98
6/30/2025,Walmart.com,FR30WEC,Wedding Cake Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
6/30/2025,P&J Etsy,FR100EVF,Evergreen Forest Fragrance Oil 100ml,Fragrance Oil - 100ML,1,18.95
6/30/2025,P&J Trading,FR100EVF,Evergreen Forest Fragrance Oil 100ml,Fragrance Oil - 100ML,6,113.94
6/30/2025,P&J Trading,FR100MSS,Moss Fragrance Oil 100ml,Fragrance Oil - 100ML,1,18.99
6/30/2025,P&J Trading,FR100MOA,Mountain Air Fragrance Oil 100ml,Fragrance Oil - 100ML,2,37.98
6/30/2025,P&J Etsy,FR100OLB,Old Books Fragrance Oil 100ml,Fragrance Oil - 100ML,2,37.9
6/30/2025,P&J Trading,FR100OLB,Old Books Fragrance Oil 100ml,Fragrance Oil - 100ML,5,94.95
6/30/2025,P&J Trading,FR100REF,Redwood Forest Fragrance Oil 100ml,Fragrance Oil - 100ML,2,37.98
6/30/2025,P&J Etsy,FR100SSE,Salty Sea Fragrance Oil 100ml,Fragrance Oil - 100ML,1,18.95
6/30/2025,P&J Trading,FR100SSE,Salty Sea Fragrance Oil 100ml,Fragrance Oil - 100ML,1,18.99
6/30/2025,P&J Trading,FR100WRW,Warm Rustic Woods Fragrance Oil 100ml,Fragrance Oil - 100ML,2,37.98
6/30/2025,P&J Trading,FR10BPS,Ballpark Set of 6 Fragrance Oils,Fragrance Oil - Set,1,16.99
6/30/2025,P&J Trading,FR10BDS,Bridal Set of 6 Fragrance Oils,Fragrance Oil - Set,2,33.98
6/30/2025,P&J Etsy,FR10COS,Coastal Set of 6 Fragrance Oils,Fragrance Oil - Set,1,17.99
6/30/2025,Walmart.com,FR10COS,Coastal Set of 6 Fragrance Oils,Fragrance Oil - Set,1,17.99
6/30/2025,P&J Trading,FR10COS,Coastal Set of 6 Fragrance Oils,Fragrance Oil - Set,5,84.95
6/30/2025,P&J Trading,FR10FHS,Farmhouse Set of 6 Fragrance Oils,Fragrance Oil - Set,2,33.98
6/30/2025,P&J Trading,FR10GAS,Garden Set of 6 Fragrance Oils,Fragrance Oil - Set,1,16.99
6/30/2025,P&J Trading,FR10MHS,Mountain Home Set of 6 Fragrance Oils,Fragrance Oil - Set,2,33.98
6/30/2025,Walmart.com,FR10SDS,Surf & Sand Set of 6 Fragrance Oils,Fragrance Oil - Set,1,17.99
6/30/2025,P&J Etsy,FR10TSS,The Study Set of 6 Fragrance Oils,Fragrance Oil - Set,1,17.99
6/30/2025,Walmart.com,FR10TSS,The Study Set of 6 Fragrance Oils,Fragrance Oil - Set,1,17.99
6/30/2025,P&J Trading,FR10TSS,The Study Set of 6 Fragrance Oils,Fragrance Oil - Set,3,50.97
6/30/2025,Walmart.com,FR10TFS,Tropical Fruit Set of 6 Fragrance Oils,Fragrance Oil - Set,2,35.98
6/30/2025,P&J Trading,FR10TFS,Tropical Fruit Set of 6 Fragrance Oils,Fragrance Oil - Set,2,33.98
6/30/2025,P&J Etsy,FR10WLS,Woodland Set of 6 Fragrance Oils,Fragrance Oil - Set,3,53.97
6/30/2025,P&J Trading,FR10WLS,Woodland Set of 6 Fragrance Oils,Fragrance Oil - Set,2,33.98
6/30/2025,P&J Trading,FR30HOF,Hot Fudge Fragrance Oil 30ml,,1,7.99
6/30/2025,P&J Etsy,FR30BAF,Baby Fresh Fragrance Oil 30ml,,3,23.97
6/30/2025,Walmart.com,FR30BAF,Baby Fresh Fragrance Oil 30ml,,3,23.97
6/30/2025,P&J Trading,FR30BAF,Baby Fresh Fragrance Oil 30ml,,3,23.97
6/30/2025,P&J Trading,FR10HOF,Hot Fudge Fragrance Oil 10ml,,1,4.99
6/30/2025,Walmart.com,FR10KTS,Kids Crafts Set of 6 - 10ml,,1,17.99
6/30/2025,P&J Etsy,FR10STL,Strawberry Lemonade Fragrance Oil 10ml,,2,9.98
6/30/2025,P&J Trading,FR10STL,Strawberry Lemonade Fragrance Oil 10ml,,5,24.95
6/30/2025,P&J Etsy,FR10CAB,Cake Batter Fragrance Oil 10ml,,3,14.97
6/30/2025,P&J Trading,FR10CAB,Cake Batter Fragrance Oil 10ml,,11,54.89
6/30/2025,P&J Etsy,FR30CAB,Cake Batter Fragrance Oil 30ml,,1,7.99
6/30/2025,Walmart.com,FR30CAB,Cake Batter Fragrance Oil 30ml,,1,7.99
6/30/2025,P&J Trading,FR30CAB,Cake Batter Fragrance Oil 30ml,,5,39.95
6/30/2025,P&J Trading,FR10BAF,Baby Fresh Fragrance Oil 10ml,,12,59.88
6/30/2025,P&J Etsy,FR100BAF,Baby Fresh Fragrance Oil 100ml,,2,37.9
6/30/2025,Walmart.com,FR100BAF,Baby Fresh Fragrance Oil 100ml,,1,18.95
6/30/2025,P&J Trading,FR100BAF,Baby Fresh Fragrance Oil 100ml,,8,151.92
6/30/2025,P&J Trading,FR100STL,Strawberry Lemonade Fragrance Oil 100ml,,1,18.99
6/30/2025,P&J Etsy,FR10WOO,Woodbine Fragrance Oil 10ml,,1,4.99
6/30/2025,P&J Trading,FR10WOO,Woodbine Fragrance Oil 10ml,,4,19.96
6/30/2025,Walmart.com,FR30WOO,Woodbine Fragrance Oil 30ml,,1,7.99
6/30/2025,P&J Etsy,FR100WOO,Woodbine Fragrance Oil 100ml,,1,18.95
6/30/2025,P&J Trading,FR10BHS,Baby Shower Set of 6 Fragrance Oils - 10ml,,2,33.98
6/30/2025,Walmart.com,FR10PCS,Picnic Set of 6 Fragrance Oils 10ml,,2,35.98
6/30/2025,P&J Trading,FR10PCS,Picnic Set of 6 Fragrance Oils 10ml,,2,33.98
7/31/2025,P&J Etsy,FR10AWS,Awapuhi & Seaberry Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10AWS,Awapuhi & Seaberry Fragrance Oil 10ml,Fragrance Oil - 10ML,6,29.94
7/31/2025,P&J Trading,FR10BAN,Banana Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Etsy,FR10BUG,Bubble Gum Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
7/31/2025,P&J Trading,FR10BUG,Bubble Gum Fragrance Oil 10ml,Fragrance Oil - 10ML,12,59.88
7/31/2025,P&J Trading,FR10CHW,Christmas Wreath Fragrance Oil 10ml,Fragrance Oil - 10ML,9,44.91
7/31/2025,P&J Etsy,FR10COC,Coconut Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
7/31/2025,P&J Trading,FR10COC,Coconut Fragrance Oil 10ml,Fragrance Oil - 10ML,27,134.73
7/31/2025,P&J Etsy,FR10FRC,Fresh Cotton Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10FRC,Fresh Cotton Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
7/31/2025,P&J Etsy,FR10GAR,Gardenia Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Trading,FR10GAR,Gardenia Fragrance Oil 10ml,Fragrance Oil - 10ML,10,49.9
7/31/2025,P&J Trading,FR10GIN,Gingerbread Fragrance Oil 10ml,Fragrance Oil - 10ML,7,34.93
7/31/2025,P&J Trading,FR10HAS,Harvest Spice Fragrance Oil 10ml,Fragrance Oil - 10ML,16,79.84
7/31/2025,P&J Etsy,FR10JAS,Jasmine Fragrance Oil 10ml,Fragrance Oil - 10ML,8,39.92
7/31/2025,P&J Trading,FR10JAS,Jasmine Fragrance Oil 10ml,Fragrance Oil - 10ML,17,84.83
7/31/2025,P&J Trading,FR10MAN,Mango Fragrance Oil 10ml,Fragrance Oil - 10ML,16,79.84
7/31/2025,P&J Etsy,FR10PAT,Patchouli Fragrance Oil 10ml,Fragrance Oil - 10ML,9,44.91
7/31/2025,P&J Trading,FR10PAT,Patchouli Fragrance Oil 10ml,Fragrance Oil - 10ML,11,54.89
7/31/2025,P&J Etsy,FR10PEC,Peach Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
7/31/2025,P&J Trading,FR10PEC,Peach Fragrance Oil 10ml,Fragrance Oil - 10ML,12,59.88
7/31/2025,P&J Etsy,FR10PIN,Pineapple Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
7/31/2025,P&J Trading,FR10PIN,Pineapple Fragrance Oil 10ml,Fragrance Oil - 10ML,12,59.88
7/31/2025,P&J Etsy,FR10RAI,Rain Fragrance Oil 10ml,Fragrance Oil - 10ML,10,49.9
7/31/2025,P&J Trading,FR10RAI,Rain Fragrance Oil 10ml,Fragrance Oil - 10ML,22,109.78
7/31/2025,P&J Etsy,FR10ROS,Rose Fragrance Oil 10ml,Fragrance Oil - 10ML,5,24.95
7/31/2025,P&J Trading,FR10ROS,Rose Fragrance Oil 10ml,Fragrance Oil - 10ML,17,84.83
7/31/2025,P&J Trading,FR30VAN,Vanilla Fragrance Oil 30ml,Fragrance Oil - 30ML,4,35.96
7/31/2025,Walmart.com,FR30JAS,Jasmine Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30JAS,Jasmine Fragrance Oil 30ml,Fragrance Oil - 30ML,5,44.95
7/31/2025,P&J Etsy,FR30LIL,Lilac Fragrance Oil 30ml,Fragrance Oil - 30ML,2,16.98
7/31/2025,Walmart.com,FR30LIL,Lilac Fragrance Oil 30ml,Fragrance Oil - 30ML,11,87.89
7/31/2025,P&J Trading,FR30LIL,Lilac Fragrance Oil 30ml,Fragrance Oil - 30ML,5,44.95
7/31/2025,Walmart.com,FR30SWP,Sweet Pea Fragrance Oil 30ml,Fragrance Oil - 30ML,3,23.97
7/31/2025,P&J Trading,FR30SWP,Sweet Pea Fragrance Oil 30ml,Fragrance Oil - 30ML,2,17.98
7/31/2025,P&J Etsy,FR10APP,Apple Fragrance Oil 10ml,Fragrance Oil - 10ML,6,29.94
7/31/2025,P&J Trading,FR10APP,Apple Fragrance Oil 10ml,Fragrance Oil - 10ML,13,64.87
7/31/2025,P&J Etsy,FR10CIN,Cinnamon Fragrance Oil 10ml,Fragrance Oil - 10ML,5,24.95
7/31/2025,P&J Trading,FR10CIN,Cinnamon Fragrance Oil 10ml,Fragrance Oil - 10ML,9,44.91
7/31/2025,P&J Etsy,FR10STR,Strawberry Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Trading,FR10STR,Strawberry Fragrance Oil 10ml,Fragrance Oil - 10ML,17,84.83
7/31/2025,Walmart.com,FR30FRC,Fresh Cotton Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30FRC,Fresh Cotton Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,Walmart.com,FR30RAI,Rain Fragrance Oil 30ml,Fragrance Oil - 30ML,3,23.97
7/31/2025,P&J Trading,FR30RAI,Rain Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Etsy,FR30ROS,Rose Fragrance Oil 30ml,Fragrance Oil - 30ML,10,83.9
7/31/2025,Walmart.com,FR30ROS,Rose Fragrance Oil 30ml,Fragrance Oil - 30ML,4,31.96
7/31/2025,P&J Trading,FR30ROS,Rose Fragrance Oil 30ml,Fragrance Oil - 30ML,6,53.94
7/31/2025,P&J Etsy,FR30SAN,Sandalwood Fragrance Oil 30ml,Fragrance Oil - 30ML,2,17.98
7/31/2025,Walmart.com,FR30SAN,Sandalwood Fragrance Oil 30ml,Fragrance Oil - 30ML,7,55.93
7/31/2025,P&J Trading,FR30SAN,Sandalwood Fragrance Oil 30ml,Fragrance Oil - 30ML,4,35.96
7/31/2025,P&J Trading,FR10ALM,Almond Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Etsy,FR10FOP,Forest Pine Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Trading,FR10FOP,Forest Pine Fragrance Oil 10ml,Fragrance Oil - 10ML,16,79.84
7/31/2025,P&J Etsy,FR10FLS,Floral Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,2,35.98
7/31/2025,Walmart.com,FR10FLS,Floral Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,3,53.97
7/31/2025,P&J Trading,FR10FLS,Floral Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,3,50.97
7/31/2025,P&J Etsy,FR10NAS,Nature Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,2,35.98
7/31/2025,P&J Trading,FR10NAS,Nature Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,4,67.96
7/31/2025,Walmart.com,FR10WIS,Winter Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,1,17.99
7/31/2025,P&J Trading,FR10WIS,Winter Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,3,50.97
7/31/2025,P&J Trading,FR30PEA,Pear Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Etsy,FR30COC,Coconut Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,Walmart.com,FR30COC,Coconut Fragrance Oil 30ml,Fragrance Oil - 30ML,5,39.95
7/31/2025,P&J Trading,FR30COC,Coconut Fragrance Oil 30ml,Fragrance Oil - 30ML,6,52.94
7/31/2025,Walmart.com,FR30FRE,Freesia Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30FRE,Freesia Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Etsy,FR30GAR,Gardenia Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,Walmart.com,FR30GAR,Gardenia Fragrance Oil 30ml,Fragrance Oil - 30ML,14,111.86
7/31/2025,P&J Trading,FR30GAR,Gardenia Fragrance Oil 30ml,Fragrance Oil - 30ML,11,98.89
7/31/2025,Walmart.com,FR30GIN,Gingerbread Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Etsy,FR30MAN,Mango Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Trading,FR30MAN,Mango Fragrance Oil 30ml,Fragrance Oil - 30ML,4,35.96
7/31/2025,Walmart.com,FR30PIN,Pineapple Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30PIN,Pineapple Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Trading,FR30BUG,Bubble Gum Fragrance Oil 30ml,Fragrance Oil - 30ML,5,44.95
7/31/2025,P&J Etsy,FR30LAV,Lavender Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Trading,FR30LAV,Lavender Fragrance Oil 30ml,Fragrance Oil - 30ML,4,34.96
7/31/2025,P&J Etsy,FR10PEA,Pear Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10PEA,Pear Fragrance Oil 10ml,Fragrance Oil - 10ML,8,39.92
7/31/2025,P&J Trading,FR10BLU,Blueberry Fragrance Oil 10ml,Fragrance Oil - 10ML,8,39.92
7/31/2025,P&J Trading,FR30BAN,Banana Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,Walmart.com,FR30BLU,Blueberry Fragrance Oil 30ml,Fragrance Oil - 30ML,3,23.97
7/31/2025,P&J Trading,FR30BLU,Blueberry Fragrance Oil 30ml,Fragrance Oil - 30ML,4,35.96
7/31/2025,Walmart.com,FR30FOP,Forest Pine Fragrance Oil 30ml,Fragrance Oil - 30ML,3,23.97
7/31/2025,P&J Trading,FR30FOP,Forest Pine Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Etsy,FR30HAS,Harvest Spice Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30HAS,Harvest Spice Fragrance Oil 30ml,Fragrance Oil - 30ML,3,26.97
7/31/2025,P&J Etsy,FR30PLU,Plumeria Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30PLU,Plumeria Fragrance Oil 30ml,Fragrance Oil - 30ML,3,26.97
7/31/2025,P&J Etsy,FR10LIL,Lilac Fragrance Oil 10ml,Fragrance Oil - 10ML,10,49.9
7/31/2025,P&J Trading,FR10LIL,Lilac Fragrance Oil 10ml,Fragrance Oil - 10ML,11,54.89
7/31/2025,P&J Trading,FR30CIN,Cinnamon Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Etsy,FR30ORA,Orange Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Trading,FR30ORA,Orange Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,P&J Trading,FR30APP,Apple Fragrance Oil 30ml,Fragrance Oil - 30ML,3,26.97
7/31/2025,P&J Etsy,FR30PEC,Peach Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
7/31/2025,Walmart.com,FR30PEC,Peach Fragrance Oil 30ml,Fragrance Oil - 30ML,3,23.97
7/31/2025,P&J Trading,FR30PEC,Peach Fragrance Oil 30ml,Fragrance Oil - 30ML,6,53.94
7/31/2025,P&J Etsy,FR30VIO,Violet Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,Walmart.com,FR30VIO,Violet Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Etsy,FR10SAN,Sandalwood Fragrance Oil 10ml,Fragrance Oil - 10ML,19,94.81
7/31/2025,P&J Trading,FR10SAN,Sandalwood Fragrance Oil 10ml,Fragrance Oil - 10ML,27,134.73
7/31/2025,P&J Etsy,FR10VAN,Vanilla Fragrance Oil 10ml,Fragrance Oil - 10ML,7,34.93
7/31/2025,P&J Trading,FR10VAN,Vanilla Fragrance Oil 10ml,Fragrance Oil - 10ML,21,104.79
7/31/2025,P&J Trading,FR10BRS,Brown Sugar Fragrance Oil 10ml,Fragrance Oil - 10ML,16,79.84
7/31/2025,P&J Etsy,FR10PEP,Peppermint Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
7/31/2025,P&J Trading,FR10PEP,Peppermint Fragrance Oil 10ml,Fragrance Oil - 10ML,16,79.84
7/31/2025,P&J Etsy,FR10LAV,Lavender Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
7/31/2025,P&J Trading,FR10LAV,Lavender Fragrance Oil 10ml,Fragrance Oil - 10ML,23,114.77
7/31/2025,Walmart.com,FR10AUS,Autumn Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,2,35.98
7/31/2025,P&J Trading,FR10AUS,Autumn Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,2,33.98
7/31/2025,P&J Etsy,FR30PEP,Peppermint Fragrance Oil 30ml,Fragrance Oil - 30ML,2,17.98
7/31/2025,P&J Trading,FR30PEP,Peppermint Fragrance Oil 30ml,Fragrance Oil - 30ML,2,17.98
7/31/2025,P&J Etsy,FR10AMB,Ambrosia Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10AMB,Ambrosia Fragrance Oil 10ml,Fragrance Oil - 10ML,6,29.94
7/31/2025,P&J Trading,FR10APR,Apricot Fragrance Oil 10ml,Fragrance Oil - 10ML,8,39.92
7/31/2025,P&J Trading,FR10AZA,Azalea Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
7/31/2025,P&J Etsy,FR10BAR,Bay Rum Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10BAR,Bay Rum Fragrance Oil 10ml,Fragrance Oil - 10ML,17,84.83
7/31/2025,P&J Etsy,FR10CCM,Cucumber Melon Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Trading,FR10CCM,Cucumber Melon Fragrance Oil 10ml,Fragrance Oil - 10ML,9,44.91
7/31/2025,P&J Etsy,FR10CRA,Cranberry Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
7/31/2025,P&J Trading,FR10CRA,Cranberry Fragrance Oil 10ml,Fragrance Oil - 10ML,5,24.95
7/31/2025,P&J Etsy,FR10FAS,Favorite Set of 14 Fragrance Oils 10ml,Fragrance Oil - Set,1,35.99
7/31/2025,P&J Trading,FR10FRE,Freesia Fragrance Oil 10ml,Fragrance Oil - 10ML,10,49.9
7/31/2025,P&J Etsy,FR10FRS,Fruit Set of 6 Fragrance Oil 10ml,Fragrance Oil - Set,1,17.99
7/31/2025,P&J Trading,FR10GRA,Grapefruit Fragrance Oil 10ml,Fragrance Oil - 10ML,11,54.89
7/31/2025,P&J Etsy,FR10LEM,Lemon Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10LEM,Lemon Fragrance Oil 10ml,Fragrance Oil - 10ML,19,94.81
7/31/2025,P&J Trading,FR10LIY,Lily Fragrance Oil 10ml,Fragrance Oil - 10ML,14,69.86
7/31/2025,P&J Etsy,FR10OCB,Ocean Breeze Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Trading,FR10OCB,Ocean Breeze Fragrance Oil 10ml,Fragrance Oil - 10ML,13,64.87
7/31/2025,P&J Etsy,FR10ORA,Orange Fragrance Oil 10ml,Fragrance Oil - 10ML,4,19.96
7/31/2025,P&J Trading,FR10ORA,Orange Fragrance Oil 10ml,Fragrance Oil - 10ML,22,109.78
7/31/2025,P&J Etsy,FR10PAF,Passion Fruit Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10PAF,Passion Fruit Fragrance Oil 10ml,Fragrance Oil - 10ML,10,49.9
7/31/2025,P&J Trading,FR10PLU,Plumeria Fragrance Oil 10ml,Fragrance Oil - 10ML,8,39.92
7/31/2025,P&J Trading,FR10SNI,Snickerdoodle Fragrance Oil 10ml,Fragrance Oil - 10ML,6,29.94
7/31/2025,P&J Etsy,FR10SUS,Summer Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,5,89.95
7/31/2025,Walmart.com,FR10SUS,Summer Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,1,17.99
7/31/2025,P&J Etsy,FR10SWP,Sweet Pea Fragrance Oil 10ml,Fragrance Oil - 10ML,1,4.99
7/31/2025,P&J Trading,FR10SWP,Sweet Pea Fragrance Oil 10ml,Fragrance Oil - 10ML,11,54.89
7/31/2025,Walmart.com,FR10TRS,Tropical Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,4,71.96
7/31/2025,P&J Trading,FR10TRS,Tropical Set of 6 Fragrance Oils 10ml,Fragrance Oil - Set,1,16.99
7/31/2025,P&J Etsy,FR10VIO,Violet Fragrance Oil 10ml,Fragrance Oil - 10ML,2,9.98
7/31/2025,P&J Trading,FR10VIO,Violet Fragrance Oil 10ml,Fragrance Oil - 10ML,14,69.86
7/31/2025,P&J Etsy,FR10YLY,Ylang Ylang Fragrance Oil 10ml,Fragrance Oil - 10ML,3,14.97
7/31/2025,P&J Trading,FR10YLY,Ylang Ylang Fragrance Oil 10ml,Fragrance Oil - 10ML,9,44.91
7/31/2025,Walmart.com,FR30ALM,Almond Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,Walmart.com,FR30AMB,Ambrosia Fragrance Oil 30ml,Fragrance Oil - 30ML,1,7.99
7/31/2025,P&J Trading,FR30APR,Apricot Fragrance Oil 30ml,Fragrance Oil - 30ML,1,8.99
